name,tags
Warhammer: Vermintide 2 - Back to Ubersreik,"Action,Gore,Violent,Co-op,Games Workshop,Fantasy,Dark Fantasy,First-Person,Online Co-Op,Multiplayer,Atmospheric,Singleplayer,Replay Value,Moddable,Tactical,Adventure,Indie,Hack and Slash,Team-Based,PvE,+"
Stronghold 2: Steam Edition,"City Builder,Real Time Tactics,Colony Sim,Medieval,Sandbox,Building,Economy,Management,War,Military,Base Building,Strategy,RTS,Real-Time,Isometric,Top-Down,Historical,Open World,Simulation,Resource Management,+"
PixARK,"Survival,Adventure,Open World,Massively Multiplayer,Multiplayer,Sandbox,Dinosaurs,RPG,Action,Pixel Graphics,Casual,Strategy,Building,Crafting,Voxel,Early Access,Base Building,Magic,FPS,Singleplayer,+"
The Callisto Protocol™,"Horror,Sci-fi,Survival Horror,Third-Person Shooter,Space,Shooter,Action-Adventure,Third Person,PvE,3D,Action,Story Rich,Linear,Realistic,Adventure,Robots,Cinematic,Dark,Futuristic,Shoot 'Em Up,+"
Gems of War - Puzzle RPG,"Free to Play,Match 3,Puzzle,PvE,PvP,Card Game,Strategy RPG,Turn-Based Strategy,RPG,Strategy,2D,Turn-Based Combat,Story Rich,Singleplayer,Casual,Fantasy,Magic,War,Adventure,Multiplayer,+"
Fear Therapy,"Horror,Multiplayer,Psychological Horror,Co-op,Early Access,Indie,Violent,First-Person,Demons,Survival Horror,Supernatural,PvE,Dark,Difficult,Psychological,PvP,Investigation,Thriller,Mystery,Realistic,+"
SnowRunner - The Mastodon,"Adventure,Simulation,+"
Geometry Dash,"Difficult,Music,Great Soundtrack,Precision Platformer,Level Editor,Rhythm,2D,Colorful,Singleplayer,Platformer,Character Customization,Arcade,Indie,Side Scroller,Action,Funny,Family Friendly,Casual,Strategy,Adventure,+"
Half-Life 2,"FPS,Action,Sci-fi,Classic,Singleplayer,Story Rich,Shooter,First-Person,Adventure,Dystopian,Atmospheric,Zombies,Silent Protagonist,Physics,Aliens,Great Soundtrack,Horror,Puzzle,Multiplayer,Moddable,+"
Nova Lands,"Automation,Sandbox,Base Building,Adventure,Open World Survival Craft,Survival,Open World,Resource Management,Pixel Graphics,Crafting,Strategy,Singleplayer,Building,Casual,2D,Exploration,Simulation,Indie,Farming Sim,RPG,+"
OMORI,"Psychological Horror,Story Rich,Pixel Graphics,Indie,Great Soundtrack,RPG,Multiple Endings,Hand-drawn,RPGMaker,Horror,Colorful,2D,Turn-Based,Atmospheric,Party-Based RPG,Exploration,JRPG,Anime,Stylized,Fantasy,+"
Conqueror's Blade,"Medieval,Tactical,Strategy,Action,Free to Play,Multiplayer,Massively Multiplayer,War,Singleplayer,Grand Strategy,Strategy RPG,Online Co-Op,Swordplay,Character Customization,PvP,Wargame,RTS,Action RTS,Tactical RPG,Real Time Tactics,+"
ROUNDS,"Multiplayer,Fighting,Local Multiplayer,2D Fighter,Deckbuilding,Action,Roguelite,Indie,Physics,Card Battler,2D,Roguelike Deckbuilder,PvP,Card Game,Platformer,Side Scroller,Party Game,2D Platformer,Arcade,Twin Stick Shooter,+"
Sally Face - Episode One,"Story Rich,Psychological Horror,Dark,Indie,Horror,Adventure,Mystery,Atmospheric,Puzzle,Singleplayer,Point & Click,Narrative,Hand-drawn,Supernatural,Emotional,2D,Interactive Fiction,Demons,Dark Humor,Casual,+"
SnowRunner - Land Rover Dual Pack,"Adventure,Simulation,+"
Century: Age of Ashes,"Free to Play,Dragons,Multiplayer,Action,Team-Based,Flight,PvP,Indie,Hero Shooter,Third Person,Arena Shooter,Shooter,Fantasy,Online Co-Op,Dark Fantasy,Character Customization,Mythology,Third-Person Shooter,Spectacle fighter,Early Access,+"
ARK: Genesis Season Pass,"Adventure,Survival,Massively Multiplayer,RPG,Action,Open World,Indie,Dinosaurs,Multiplayer,Crafting,Base Building,Singleplayer,Violent,Sandbox,Building,Sci-fi,Open World Survival Craft,Co-op,Dragons,First-Person,+"
Grim Dawn - Ashes of Malmouth Expansion,"RPG,Action,Adventure,Hack and Slash,Indie,Action RPG,Loot,Co-op,Lovecraftian,Dark Fantasy,Dungeon Crawler,Isometric,+"
Rising Storm 2: Vietnam,"FPS,War,Realistic,Military,Multiplayer,Shooter,Tactical,Action,First-Person,Historical,Team-Based,Simulation,Gore,Cold War,Atmospheric,Singleplayer,Massively Multiplayer,Violent,Strategy,Indie,+"
War Thunder - F-5C Pack,"Simulation,Action,Massively Multiplayer,Free to Play,+"
Airships: Conquer the Skies,"Grand Strategy,PvP,Wargame,Naval Combat,Multiplayer,Real-Time,Competitive,RTS,4X,Online Co-Op,Vehicular Combat,Strategy,2D,Alternate History,Mechs,Steampunk,Tanks,World War I,Co-op,Military,+"
Six Days in Fallujah,"Early Access,Military,FPS,Tactical,Shooter,First-Person,PvE,Wargame,Historical,Hero Shooter,Realistic,Co-op,Action,Team-Based,Nonlinear,Stealth,War,Drama,Emotional,Modern,+"
Beholder 2,"Strategy,Dystopian,Choices Matter,Simulation,Political Sim,Story Rich,Singleplayer,Atmospheric,Political,Multiple Endings,Dark,Politics,Addictive,Point & Click,2D,Lore-Rich,Adventure,Indie,Violent,Psychological Horror,+"
Brick Rigs,"Sandbox,Destruction,Building,Multiplayer,Open World,LEGO,Family Friendly,Physics,Driving,Simulation,Funny,Early Access,Racing,Action,First-Person,Zombies,Singleplayer,FPS,Gun Customization,Flight,+"
Metel - Horror Escape,"Horror,Indie,Puzzle,3D,First-Person,Hidden Object,Survival Horror,Action,Investigation,Exploration,Survival,Story Rich,Time Manipulation,Old School,Dark,Realistic,Mystery,Linear,Singleplayer,Early Access,+"
Hunt: Showdown – Fear The Reaper,"Action,Gore,Violent,Perma Death,Multiplayer,PvP,First-Person,Horror,Zombies,Survival,FPS,Combat,Atmospheric,Character Customization,Beautiful,Hunting,America,Team-Based,Survival Horror,Shooter,+"
Vampyr - The Hunters Heirlooms DLC,"Action,RPG,+"
Crashlands,"Open World Survival Craft,RPG,Survival,Open World,Exploration,Crafting,Singleplayer,Adventure,Sandbox,Indie,Base Building,2D,Building,Sci-fi,Top-Down,Comedy,Story Rich,Funny,Female Protagonist,Multiplayer,+"
Cult of the Lamb,"Base Building,Action Roguelike,Character Customization,Cute,Singleplayer,Roguelite,Dungeon Crawler,Dark Humor,Colony Sim,Building,Action,2D,Adventure,Funny,Faith,Fantasy,Controller,Strategy,Colorful,Third Person,+"
Ni no Kuni™ II: Revenant Kingdom,"RPG,JRPG,Anime,Adventure,Open World,Singleplayer,Fantasy,Story Rich,Cute,Action RPG,Great Soundtrack,Hack and Slash,Dungeon Crawler,Action,Strategy,City Builder,Cartoony,Exploration,Multiplayer,Survival,+"
Graveyard Keeper,"Pixel Graphics,Crafting,RPG,Simulation,Sandbox,Management,Indie,Singleplayer,Medieval,Adventure,Building,Dark Humor,Agriculture,2D,Story Rich,Fantasy,Dark,Gore,Mystery,Violent,+"
The Legend of Heroes: Trails from Zero,"RPG,JRPG,Story Rich,Turn-Based Combat,Anime,Great Soundtrack,Singleplayer,Fantasy,+"
Gang Beasts,"Funny,Physics,Multiplayer,Colorful,Party Game,Party,Local Multiplayer,Fighting,Comedy,3D Fighter,Casual,Soundtrack,4 Player Local,Co-op,Family Friendly,Beat 'em up,Memes,Third Person,Singleplayer,Indie,+"
Scrap Mechanic,"Building,Sandbox,Open World,Survival,Multiplayer,Crafting,Physics,Base Building,Co-op,Singleplayer,First-Person,Adventure,Third Person,Funny,Simulation,Early Access,Action,Indie,Moddable,Online Co-Op,+"
Pavlov VR,"VR,Shooter,Action,Multiplayer,FPS,Military,Zombies,Gore,First-Person,Singleplayer,Funny,Violent,Co-op,Competitive,Indie,Memes,Team-Based,PvP,Simulation,Early Access,+"
Keep Talking and Nobody Explodes,"Co-op,Puzzle,Local Co-Op,Multiplayer,VR,Indie,Local Multiplayer,Difficult,Team-Based,Family Friendly,Funny,Fast-Paced,First-Person,Simulation,Asymmetric VR,Party Game,Action,Party,Atmospheric,Strategy,+"
Tribes of Midgard,"Open World Survival Craft,PvE,Action RPG,Online Co-Op,Multiplayer,Vikings,Base Building,Survival,Action,Roguelite,Exploration,Colorful,Co-op,Boss Rush,Mythology,Procedural Generation,Indie,Singleplayer,Hack and Slash,Spectacle fighter,+"
Euro Truck Simulator 2 - Beyond the Baltic Sea,"Automobile Sim,Simulation,Open World,Driving,Indie,Multiplayer,Realistic,Singleplayer,Exploration,Atmospheric,Adventure,Free to Play,Moddable,First-Person,Action,Casual,+"
Project Hospital,"Simulation,Management,Building,Medical Sim,Strategy,Economy,Indie,Sandbox,Resource Management,City Builder,Singleplayer,Realistic,Base Building,2D,Isometric,Education,Real-Time with Pause,Moddable,Replay Value,Great Soundtrack,+"
Vampire Survivors,"Action Roguelike,Bullet Hell,Pixel Graphics,Roguelite,2D,Indie,Singleplayer,Vampire,Casual,Action,Arcade,RPG,Controller,Retro,Score Attack,Action RPG,Roguelike,Dark Fantasy,Early Access,1980s,+"
Solasta: Crown of the Magister - Palace of Ice,"Strategy,Adventure,RPG,Indie,Turn-Based Strategy,Character Customization,CRPG,Co-op Campaign,Team-Based,Choices Matter,Turn-Based Tactics,Dungeons & Dragons,Tactical RPG,Story Rich,Class-Based,Turn-Based Combat,Fantasy,Co-op,Tactical,+"
Battlefleet Gothic: Armada 2,"Strategy,Space,Warhammer 40K,Real Time Tactics,RTS,Sci-fi,Singleplayer,Games Workshop,Violent,Co-op,Multiplayer,Naval,Atmospheric,War,Co-op Campaign,Tactical,Naval Combat,+"
SCP: 5K,"Combat,Multiplayer,Online Co-Op,Singleplayer,Horror,FPS,Tactical,Shooter,Story Rich,First-Person,Early Access,Gun Customization,Realistic,Lore-Rich,Action,Stealth,America,Sandbox,PvE,PvP,+"
Animaze by FaceRig,"Animation & Modeling,Video Production,Software,3D,Memes,Fantasy,Cute,Funny,Epic,Free to Play,Anime,2D,Simulation,Moddable,Early Access,Singleplayer,Cartoon,Game Development,Colorful,Experimental,+"
ICARUS,"Survival,Open World Survival Craft,Online Co-Op,Multiplayer,Base Building,Crafting,Exploration,Building,Open World,Co-op,First-Person,PvE,Space,Mining,Realistic,Third Person,Sandbox,Adventure,Nature,Science,+"
American Truck Simulator - Texas,"Simulation,Indie,Driving,Open World,Exploration,+"
The Isle,"Dinosaurs,Survival,Open World,Multiplayer,Simulation,Hunting,Massively Multiplayer,Realistic,Adventure,Early Access,Action,Third Person,Co-op,Sandbox,Horror,Walking Simulator,Strategy,Indie,Team-Based,RPG,+"
Cities: Skylines,"City Builder,Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Moddable,Economy,Resource Management,Mod,Realistic,Replay Value,Casual,Modern,Real-Time with Pause,Family Friendly,Great Soundtrack,Funny,Action,+"
CarX Drift Racing Online,"Racing,Driving,Automobile Sim,Multiplayer,Simulation,Sports,Open World,Massively Multiplayer,Controller,Singleplayer,Arcade,VR,Realistic,Local Multiplayer,Co-op,Early Access,Casual,Mod,Games Workshop,Action,+"
Fury Unleashed,"Replay Value,Roguelike,Fast-Paced,Difficult,Online Co-Op,Old School,Shooter,Platformer,Local Multiplayer,2D,2D Platformer,Perma Death,Roguelite,Side Scroller,Co-op,RPG,Local Co-Op,Combat,Multiplayer,Action,+"
Space Engineers,"Space,Sandbox,Building,Open World Survival Craft,Multiplayer,Survival,Simulation,Open World,Physics,Crafting,Destruction,Co-op,Futuristic,Indie,Sci-fi,Singleplayer,Action,Strategy,Adventure,Early Access,+"
Survival: Fountain of Youth,"Survival,Open World Survival Craft,Exploration,Crafting,Violent,Singleplayer,Realistic,Adventure,Puzzle,Early Access,Sandbox,Base Building,Simulation,First-Person,Open World,Historical,Building,Underwater,Immersive Sim,Action-Adventure,+"
Enter the Gungeon,"Bullet Hell,Action Roguelike,Roguelike,Pixel Graphics,Difficult,Dungeon Crawler,Indie,Local Co-Op,Twin Stick Shooter,Action,Multiplayer,2D,Co-op,Top-Down,Shooter,Singleplayer,Loot,Roguelite,Cute,Funny,+"
BattleBit Remastered - Supporter Pack 1,"Action,Massively Multiplayer,Simulation,Indie,+"
Tropico 6,"Strategy,City Builder,Simulation,Economy,Management,Political Sim,Multiplayer,Sandbox,Politics,Building,Singleplayer,Political,Choices Matter,Funny,Co-op,Diplomacy,Destruction,Atmospheric,Story Rich,Top-Down,+"
Pixel Starships,"Sci-fi,Pixel Graphics,Space,Strategy,2D,Indie,Massively Multiplayer,Building,4X,Early Access,Base Building,Anime,Free to Play,Multiplayer,Turn-Based Tactics,RPG,Strategy RPG,Wargame,Real Time Tactics,Post-apocalyptic,+"
High On Life,"Comedy,FPS,Singleplayer,Adventure,Action-Adventure,Dark Humor,Sexual Content,Sci-fi,Shooter,First-Person,Action,Violent,Story Rich,Gore,Colorful,Combat,Open World,Nudity,Psychological Horror,Multiplayer,+"
Idle Champions of the Forgotten Realms,"Dungeons & Dragons,Free to Play,Strategy,Idler,Fantasy,Clicker,Adventure,Indie,Action,Management,Singleplayer,Puzzle,Casual,RPG,2D,Loot,Dungeon Crawler,Magic,LGBTQ+,Funny,+"
Moonlighter,"Hack and Slash,Pixel Graphics,Roguelite,Dungeon Crawler,Action Roguelike,Roguelike,RPG,Character Action Game,Action RPG,Procedural Generation,Adventure,Management,Controller,Exploration,Singleplayer,Action,Simulation,Top-Down,Fantasy,2D,+"
Milk outside a bag of milk outside a bag of milk,"Psychological Horror,Visual Novel,Psychedelic,Pixel Graphics,Story Rich,Abstract,2D,Multiple Endings,Indie,Text-Based,Psychological,Singleplayer,Horror,Surreal,Anime,Great Soundtrack,Female Protagonist,Casual,Choices Matter,Point & Click,+"
Infinite Lagrange,"Strategy,Massively Multiplayer,Simulation,Space,3D,Base Building,Multiplayer,Space Sim,MOBA,Free to Play,+"
Lies of P,"Souls-like,Action,Action RPG,Exploration,3D,Adventure,Dark Fantasy,Third Person,Dark,Story Rich,Atmospheric,RPG,Singleplayer,Steampunk,Multiple Endings,Choices Matter,Violent,Replay Value,Gothic,Open World,+"
The Planet Crafter,"Early Access,Story Rich,Open World Survival Craft,Base Building,Sandbox,Open World,Crafting,Building,Atmospheric,Survival,Resource Management,First-Person,Exploration,Immersive Sim,Sci-fi,Automation,Adventure,Singleplayer,Space,Aliens,+"
IdleOn - The Idle MMO,"Idler,Management,Pixel Graphics,MMORPG,Crafting,RPG,Clicker,Resource Management,Sandbox,Massively Multiplayer,Casual,Simulation,Indie,Free to Play,Multiplayer,Character Customization,Early Access,Old School,Anime,PvE,+"
ASTRONEER,"Multiplayer,Open World,Open World Survival Craft,Space,Survival,Exploration,Base Building,Co-op,Sandbox,Adventure,Building,Crafting,Sci-fi,Automation,Singleplayer,Colorful,Third Person,Atmospheric,Simulation,Indie,+"
Call to Arms - Gates of Hell: Ostfront,"World War II,Strategy,Real Time Tactics,RTS,Historical,War,Realistic,Singleplayer,Level Editor,PvE,PvP,Multiplayer,Co-op,Military,Top-Down,Wargame,Online Co-Op,Action,Tanks,Difficult,+"
Isonzo,"War,Indie,Simulation,Atmospheric,PvP,Realistic,Military,First-Person,Historical,World War I,FPS,Shooter,Action,Tactical,Multiplayer,Combat,Singleplayer,Strategy,Education,Cinematic,+"
Shadow Warrior 2,"Action,Looter Shooter,Gore,FPS,Co-op,Multiplayer,Ninja,Swordplay,Hack and Slash,Shooter,First-Person,Comedy,Open World,Demons,Funny,Loot,Singleplayer,Adventure,Parkour,Memes,+"
People Playground,"Sandbox,Physics,Gore,Violent,Blood,Moddable,2D,Singleplayer,Destruction,Simulation,Funny,Building,Pixel Graphics,Psychological Horror,Indie,Casual,Action,Horror,Comedy,Choose Your Own Adventure,+"
Totally Accurate Battle Simulator,"Sandbox,Simulation,Funny,Physics,Singleplayer,War,Indie,Adventure,Realistic,Strategy,Colorful,Fantasy,3D,Comedy,Action,Historical,Family Friendly,Cute,Wargame,Memes,+"
Grim Dawn,"Action RPG,Hack and Slash,Dark Fantasy,RPG,Loot,Dungeon Crawler,Co-op,Dark,Multiplayer,Singleplayer,Fantasy,Action,Adventure,Isometric,Atmospheric,Post-apocalyptic,Indie,Zombies,Kickstarter,Crowdfunded,+"
FIVE NIGHTS AT FREDDY'S: HELP WANTED,"Horror,VR,Singleplayer,Survival Horror,Robots,First-Person,Action,Psychological Horror,Dark,Survival,Casual,Atmospheric,Difficult,Puzzle,Story Rich,Indie,Strategy,Funny,Adventure,Family Friendly,+"
Ultimate Admiral: Dreadnoughts,"Naval Combat,Naval,Wargame,Military,Building,Historical,Simulation,Strategy,World War II,War,World War I,Grand Strategy,RTS,Turn-Based Strategy,Strategy RPG,Submarine,Sandbox,RPG,Economy,Realistic,+"
Inscryption,"Card Battler,Card Game,Story Rich,Horror,Deckbuilding,Dark,Puzzle,Roguelite,Strategy,Psychological,Roguelike,Surreal,Experimental,First-Person,Point & Click,3D,2D,FMV,Pixel Graphics,Adventure,+"
Doomsday Hunters,"Twin Stick Shooter,Difficult,Action Roguelike,Perma Death,Bullet Hell,Roguelite,Dungeon Crawler,Arcade,Roguelike,2.5D,Cyberpunk,Post-apocalyptic,Procedural Generation,Pixel Graphics,Action,Destruction,Singleplayer,Indie,Early Access,Gore,+"
Potion Craft: Alchemist Simulator,"Singleplayer,Crafting,Relaxing,Simulation,Medieval,Management,Indie,RPG,Life Sim,2D,Sandbox,Hand-drawn,Casual,Farming Sim,Resource Management,Choices Matter,Point & Click,Historical,Investigation,Trading,+"
DARK SOULS™ III,"Souls-like,Dark Fantasy,Difficult,RPG,Atmospheric,Lore-Rich,Third Person,Exploration,Story Rich,Action RPG,Co-op,Great Soundtrack,Adventure,Action,PvP,Multiplayer,Open World,Singleplayer,Character Customization,Replay Value,+"
Arma Reforger,"Early Access,Action,Simulation,Shooter,Strategy,Sandbox,FPS,Military,Realistic,First-Person,Real Time Tactics,Third Person,Tactical,War,Open World,Multiplayer,PvE,PvP,1980s,Cold War,+"
Aseprite,"Pixel Graphics,Design & Illustration,Animation & Modeling,Game Development,Software,Utilities,2D,Psychological Horror,+"
"Papers, Please","Indie,Political,Simulation,Singleplayer,Point & Click,Pixel Graphics,Dystopian,Multiple Endings,Puzzle,Story Rich,Retro,Atmospheric,2D,Great Soundtrack,Addictive,Strategy,Replay Value,Casual,Adventure,Difficult,+"
This War of Mine,"Survival,War,Atmospheric,Singleplayer,Strategy,Choices Matter,Simulation,Crafting,Base Building,Resource Management,Story Rich,Management,Indie,Post-apocalyptic,Emotional,Realistic,Drama,Psychological,Stealth,2.5D,+"
ACE COMBAT™ 7: SKIES UNKNOWN,"Flight,Jet,Military,War,Shooter,Arcade,Cinematic,PvP,3D,Simulation,First-Person,Third Person,Action,Story Rich,Multiplayer,Great Soundtrack,Silent Protagonist,Singleplayer,Sci-fi,Realistic,+"
TRAIL OUT,"Destruction,Racing,Automobile Sim,Vehicular Combat,Combat Racing,Action,Physics,Arcade,Simulation,Singleplayer,PvE,Driving,Casual,Funny,Sports,Local Co-Op,Local Multiplayer,Third Person,Atmospheric,Realistic,+"
ONE PIECE World Seeker,"Action,Adventure,Anime,Open World,Singleplayer,Pirates,Multiplayer,Fighting,RPG,Co-op,JRPG,Third Person,Story Rich,Fantasy,+"
Gunfire Reborn - Visitors of Spirit Realm,"Action,Adventure,RPG,Indie,FPS,Roguelike,Online Co-Op,+"
Satisfactory,"Base Building,Automation,Open World,Multiplayer,Crafting,Co-op,Resource Management,Building,Sandbox,Exploration,Adventure,Early Access,Open World Survival Craft,Simulation,Survival,Strategy,First-Person,Sci-fi,Singleplayer,Indie,+"
Euro Truck Simulator 2 - Iberia,"Simulation,Indie,Open World,Driving,Realistic,Relaxing,Singleplayer,Exploration,Economy,Online Co-Op,+"
Amnesia: The Bunker,"FPS,Horror,Survival Horror,Action,Survival,Immersive Sim,Violent,Difficult,Resource Management,Gore,Sandbox,Singleplayer,Puzzle,Realistic,Physics,Mystery,Adventure,World War I,First-Person,Inventory Management,+"
Blade and Sorcery,"VR,Swordplay,Action,Moddable,Gore,Violent,Magic,Sandbox,Simulation,Physics,Medieval,Fighting,First-Person,Singleplayer,Fantasy,Adventure,Early Access,RPG,Indie,Games Workshop,+"
Airships: Heroes and Villains,"Action,Indie,Strategy,Moddable,4X,RTS,PvP,Steampunk,Online Co-Op,Multiplayer,Real-Time,Military,Grand Strategy,Wargame,Mechs,Vehicular Combat,Tanks,+"
Dwarf Fortress,"Colony Sim,Indie,Pixel Graphics,Simulation,Procedural Generation,Economy,City Builder,Fantasy,Base Building,Difficult,Survival,2D,Singleplayer,Strategy,Moddable,Medieval,Tactical RPG,RPG,Sandbox,Turn-Based Combat,+"
Heavy Rain,"Choices Matter,Story Rich,Multiple Endings,Narration,Adventure,Cinematic,Detective,Thriller,Emotional,Investigation,Interactive Fiction,Quick-Time Events,Dynamic Narration,Mystery,Singleplayer,Crime,Sexual Content,Atmospheric,Violent,Nudity,+"
